season,episode_num,imdb_rating,title
7,15,7.7,"Less Money, Mo' Problems"
7,16,7.6,The Kidney Stays in the Picture
7,17,7.8,Ricky Spanish
7,18,7.3,Toy Whorey
8,1,7.5,"Love, AD Style"
8,2,7.8,Killer Vacation
8,3,7.7,Can I Be Frank with You?
8,4,7.7,American Stepdad
8,5,7.2,Why Can't We Be Friends?
8,6,7.6,Adventures in Hayleysitting
8,7,6.6,National Treasure 4: Baby Franny: She's Doing Well - The Hole Story
8,8,7.1,Finger Lenting Good
8,9,7.4,The Adventures of Twill Ongenbone and His Boy Jabari
8,10,6.7,Blood Crieth Unto Heaven
8,11,7.3,Max Jets
8,12,7.4,"Naked to the Limit, One More Time"
8,13,7.3,For Black Eyes Only
8,14,7.5,Spelling Bee My Baby
8,15,7.2,The Missing Kink
8,16,6.9,The Boring Identity
8,17,7.2,The Full Cognitive Redaction of Avery Bullock by the Coward Stan Smith
8,18,8.4,Lost in Space
8,19,7.5,Da Flippity Flop
9,1,7.7,Steve and Snot's Test-Tubular Adventure
9,2,7.6,Poltergasm
9,3,7.5,"Buck, Wild"
9,4,7.4,Crotchwalkers
9,5,6.8,Kung Pao Turkey
9,6,7.3,Independent Movie
9,7,8.1,Faking Bad
9,8,7.8,Minstrel Krampus
9,9,7.9,Vision: Impossible
9,10,7.9,Familyland
9,11,7.3,Cock of the Sleepwalk
9,12,7.1,Introducing the Naughty Stewardesses
9,13,7.3,I Ain't No Holodeck Boy
9,14,7.3,Stan Goes on the Pill
9,15,7.1,"Honey, I'm Homeland"
9,16,7.4,She Swill Survive
9,17,7.0,Rubberneckers
9,18,7.4,Permanent Record Wrecker
9,19,7.3,News Glances with Genevieve Vavance
9,20,7.3,The Longest Distance Relationship
9,21,7.2,Roger Passes the Bar
9,22,7.5,A Boy Named Michael
9,23,7.1,"Blagsnarst, a Love Story"
10,1,7.3,Blonde Ambition
10,2,7.2,CIAPOW
10,3,6.9,Scents and Sensei-bility
10,4,7.2,Big Stan on Campus
10,5,7.5,Now and Gwen
10,6,7.4,Dreaming of a White Porsche Christmas
10,7,7.4,LGBSteve
10,8,7.4,Morning Mimosa
10,9,7.3,My Affair Lady
10,10,7.0,A Star Is Reborn
10,11,7.2,Manhattan Magical Murder Mystery Tour
10,12,7.4,The Shrink
10,13,7.7,"Holy Shit, Jeff's Back"
10,14,4.0,American Fung
10,15,7.0,Seizures Suit Stanny
11,1,7.1,Roots
11,2,7.4,The Life Aquatic with Steve Smith
11,3,7.3,"Hayley Smith, Seal Team Six"
11,4,7.1,N.S.A. (No Snoops Allowed)
11,5,7.1,Stan Smith Is Keanu Reeves as Stanny Utah in Point Break
11,6,6.9,Kiss Kiss Cam Cam
11,7,7.2,The Devil Wears a Lapel Pin
11,8,7.2,Stan-Dan Deliver
11,9,7.3,Anchorfran
11,10,8.7,The Two Hundred
11,11,8.1,The Unincludeds
11,12,7.2,The Dentist's Wife
11,13,7.0,Widow's Pique
11,14,7.2,The Nova Centauris-burgh Board of Tourism Presents: American Dad
11,15,7.3,Daesong Heavy Industries
11,16,7.2,Daesong Heavy Industries II: Return to Innocence
11,17,7.4,Criss-Cross Applesauce: The Ballad of Billy Jesusworth
11,18,7.3,Mine Struggle
11,19,7.0,Garfield and Friends
11,20,7.5,Gifted Me Liberty
11,21,7.5,Next of Pin
11,22,7.0,Standard Deviation
12,1,7.6,Father's Daze
12,2,6.8,Fight and Flight
12,3,6.9,The Enlightenment of Ragi-Baba
12,4,6.8,Portrait of Francine's Genitals
12,5,7.4,Bahama Mama
12,6,7.1,Roger's Baby
12,7,7.3,"Ninety North, Zero West"
12,8,6.9,A Whole Slotta Love
12,9,7.1,The Witches of Langley
12,10,6.9,A Nice Night for a Drive
12,11,7.1,Casino Normale
12,12,6.7,Bazooka Steve
12,13,6.5,Camp Campawanda
12,14,7.2,Julia Rogerts
12,15,7.4,The Life and Times of Stan Smith
12,16,6.8,The Bitchin' Race
12,17,6.4,Family Plan
12,18,6.9,The Long Bomb
12,19,6.6,Kloger
12,20,6.6,Garbage Stan
12,21,7.5,The Talented Mr. Dingleberry
12,22,7.2,West to Mexico
13,1,6.4,"Santa, Schmanta"
13,2,7.3,Paranoid Frandroid
13,3,6.8,The Census of the Lambs
13,4,6.9,Shell Game
13,5,6.7,The Mural of the Story
13,6,6.8,(You Gotta) Strike for Your Right
13,7,7.0,Klaustastrophe.tv
13,8,7.7,Death by Dinner Party
13,9,6.8,The Never-Ending Stories
13,10,6.7,Railroaded
13,11,7.4,My Purity Ball and Chain
13,12,7.8,OreTron Trail
13,13,6.9,Mean Francine
13,14,6.8,One-Woman Swole
13,15,6.3,Flavortown
13,16,8.1,Persona Assistant
13,17,6.9,The Legend of Old Ulysses
13,18,6.8,Twinanigans
13,19,7.3,Top of the Steve
13,20,7.2,Funnyish Games
13,21,6.8,Fleabiscuit
13,22,7.0,The Future Is Borax
14,1,7.1,Fantasy Baseball
14,2,6.7,I Am the Jeans: The Gina Lavetti Story
14,3,7.6,Stan & Francine & Connie & Ted
14,4,8.7,Rabbit Ears
14,5,7.3,Jeff and The Dank Ass Weed Factory
14,6,6.6,Lost Boys
14,7,7.3,Shark?!
14,8,7.1,The Long March
14,9,6.8,The Hall Monitor and the Lunch Lady
14,10,6.8,Wild Women Do
14,11,6.4,An Irish Goodbye
14,12,7.1,Stompe le Monde
14,13,6.8,Mom Sauce
14,14,6.6,Hamerican Dad!
14,15,6.6,Demolition Daddy
14,16,7.1,Pride Before the Fail
14,17,7.8,Enter Stanman
14,18,7.4,No Weddings and a Funeral
14,19,7.4,Eight Fires
14,20,7.3,The Hand that Rocks the Rogu
15,1,7.0,100 Years a Solid Fool
15,2,7.3,Downtown
15,3,6.2,Cheek to Cheek: A Stripper's Story
15,4,6.7,A Starboy is Born
15,5,6.5,Tapped Out
15,6,6.5,Brave Noob World
15,7,6.9,Into the Woods
15,8,7.0,"One Fish, Two Fish"
15,9,7.5,Exquisite Corpses
15,10,6.6,"Trophy Wife, Trophy Life"
15,11,7.4,Game Night
15,12,6.6,American Data?
15,13,7.0,Salute Your Sllort
15,14,7.1,Ghost Dad
15,15,7.3,Men II Boyz
15,16,7.5,"First, Do No Farm"
15,17,7.0,Roger Needs Dick
15,18,7.2,The Old Country
15,19,6.6,Businessly Brunette
15,20,6.3,The Chilly Thrillies
15,21,6.5,"Dammmm, Stan!"
15,22,6.7,The Last Ride of the Dodge City Rambler
15,23,8.1,300
15,24,7.5,Yule. Tide. Repeat.
