season,episode_num,imdb_rating,title
9,5,7.3,"It's the Great Pumpkin, Phil Dunphy"
9,6,7.2,Ten Years Later
9,7,7.6,Winner Winner Turkey Dinner
9,8,7.3,Brushes with Celebrity
9,9,7.2,Tough Love
9,10,7.1,No Small Feet
9,11,7.1,"He Said, She Shed"
9,12,7.4,Dear Beloved Family
9,13,7.3,In Your Head
9,14,7.5,Written in the Stars
9,15,6.8,Spanks for the Memories
9,16,7.4,Wine Weekend
9,17,7.2,Royal Visit
9,18,8.1,Daddy Issues
9,19,6.9,CHiPs and Salsa
9,20,7.4,Mother!
9,21,7.5,The Escape
9,22,6.6,Clash of Swords
10,1,6.7,I Love a Parade
10,2,8.0,Kiss and Tell
10,3,7.2,A Sketchy Area
10,4,7.3,Torn Between Two Lovers
10,5,7.3,Good Grief
10,6,7.5,On the Same Paige
10,7,7.4,Did the Chicken Cross the Road?
10,8,7.2,Kids These Days
10,9,7.5,Putting Down Roots
10,10,7.5,Stuck in a Moment
10,11,7.0,A Moving Day
10,12,6.7,Blasts from the Past
10,13,6.8,Whanex?
10,14,7.3,We Need to Talk About Lily
10,15,7.2,SuperShowerBabyBowl
10,16,6.9,Red Alert
10,17,7.1,The Wild
10,18,7.2,Stand by Your Man
10,19,7.5,Yes-Woman
10,20,8.0,Can't Elope
10,21,7.2,Commencement
10,22,8.7,A Year of Birthdays
11,1,6.5,New Kids on the Block
11,2,7.3,Snapped
11,3,7.2,Perfect Pairs
11,4,7.1,Pool Party
11,5,7.7,The Last Halloween
11,6,6.8,A Game of Chicken
11,7,7.3,The Last Thanksgiving
11,8,7.0,Tree's a Crowd
11,9,7.6,The Last Christmas
11,10,7.9,The Prescott
11,11,7.6,Legacy
11,12,6.8,Dead on a Rival
11,13,7.6,Paris
11,14,7.6,Spuds
11,15,7.2,Baby Steps
11,16,7.2,I'm Going to Miss This
11,17,8.3,Finale Part 1
11,18,8.5,Finale Part 2
